DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL
1,DL,ATL,GSO,1930,18,306,2050
4,DL,ATL,GSO,1026,19,306,1140
5,DL,ATL,GSO,1056,23,306,1208
5,DL,ATL,GSO,2200,27,306,2320
3,DL,ATL,GSO,951,30,306,1110
5,DL,ATL,GSO,1816,35,306,1931
4,DL,ATL,GSO,2040,39,306,2155
6,DL,ATL,GSO,1056,43,306,1208
3,DL,ATL,GSO,1614,45,306,1728
3,DL,ATL,GSO,1614,46,306,1728
1,EV,ATL,GSO,1855,58,306,2012
1,WN,ATL,GSO,1930,12,306,2050
1,DL,ATL,GSO,812,73,306,924
6,DL,ATL,GSO,2206,105,306,2325
5,EV,ATL,GSO,1930,154,306,2050
3,WN,ATL,GSO,1221,305,306,1333
2,DL,ATL,LEX,1337,-9,304,1449
7,DL,ATL,LEX,1220,-7,304,1337
7,DL,ATL,LEX,1939,-7,304,2057
2,DL,ATL,LEX,956,-6,304,1108
2,DL,ATL,LEX,1337,-6,304,1449
2,DL,ATL,LEX,1337,-5,304,1449
4,DL,ATL,LEX,2144,-5,304,2257
7,DL,ATL,LEX,1939,-5,304,2057
2,DL,ATL,LEX,956,-4,304,1108
2,DL,ATL,LEX,1337,-4,304,1449
2,DL,ATL,LEX,1337,-4,304,1449
3,DL,ATL,LEX,1718,-4,304,1830
4,DL,ATL,LEX,2144,-4,304,2256
4,DL,ATL,LEX,2144,-4,304,2257
5,WN,ATL,LEX,815,-4,304,927
7,DL,ATL,LEX,1939,-4,304,2057
7,DL,ATL,LEX,1939,-4,304,2057
2,DL,ATL,LEX,1337,-3,304,1449
2,DL,ATL,LEX,1337,-3,304,1449
2,DL,ATL,LEX,1337,-3,304,1449
2,WN,ATL,LEX,956,-3,304,1108
4,WN,ATL,LEX,2144,-3,304,2257
6,DL,ATL,LEX,1909,-3,304,2023
7,DL,ATL,LEX,1220,-3,304,1337
1,F9,ATL,LEX,1220,-2,304,1337
2,UA,ATL,LEX,1337,-2,304,1449
4,DL,ATL,LEX,2144,-2,304,2257
4,DL,ATL,LEX,2144,-2,304,2257
4,US,ATL,LEX,2144,-2,304,2257
4,DL,ATL,LEX,2144,-1,304,2257
4,DL,ATL,LEX,2144,-1,304,2257
6,DL,ATL,LEX,1909,-1,304,2026
1,DL,ATL,LEX,1939,0,304,2057
1,EV,ATL,LEX,1617,0,304,1728
4,DL,ATL,LEX,2144,0,304,2257
4,EV,ATL,LEX,2144,0,304,2257
1,DL,ATL,LEX,1617,1,304,1728
1,EV,ATL,LEX,1617,1,304,1728
2,DL,ATL,LEX,1337,1,304,1449
4,DL,ATL,LEX,2144,1,304,2257
4,DL,ATL,LEX,2144,2,304,2257
1,EV,ATL,LEX,1220,3,304,1337
1,EV,ATL,LEX,1939,3,304,2057
4,WN,ATL,LEX,2144,3,304,2257
1,DL,ATL,LEX,1220,6,304,1337
1,DL,ATL,LEX,1212,7,304,1330
1,DL,ATL,LEX,1220,16,304,1337
6,EV,ATL,LEX,815,21,304,928
1,DL,ATL,LEX,1939,23,304,2057
3,WN,ATL,LEX,956,25,304,1108
3,DL,ATL,LEX,1337,30,304,1449
1,DL,ATL,LEX,1939,41,304,2057
4,EV,ATL,LEX,1337,62,304,1449
5,WN,ATL,LEX,1718,73,304,1829
4,EV,ATL,LEX,1909,135,304,2023
5,DL,ATL,MOB,1515,-8,302,1532
5,DL,ATL,MOB,1514,-7,302,1531
5,DL,ATL,MOB,816,-7,302,833
6,DL,ATL,MOB,1920,-7,302,1941
6,DL,ATL,MOB,1920,-7,302,1941
4,DL,ATL,MOB,2149,-6,302,2206
4,DL,ATL,MOB,2149,-6,302,2206
5,DL,ATL,MOB,816,-6,302,833
5,DL,ATL,MOB,816,-6,302,833
6,DL,ATL,MOB,1920,-6,302,1941
5,WN,ATL,MOB,2149,4,302,2206
4,WN,ATL,MOB,2106,6,302,2124
5,DL,ATL,MOB,1056,7,302,1112
7,AA,ATL,MOB,1920,8,302,1941
5,EV,ATL,MOB,2150,12,302,2209
4,DL,ATL,MOB,1728,15,302,1746
5,DL,ATL,MOB,1056,21,302,1112
4,DL,ATL,MOB,1725,24,302,1743
5,DL,ATL,MOB,2145,36,302,2204
7,DL,ATL,MOB,1515,36,302,1532
1,DL,ATL,MOB,1210,37,302,1224
6,WN,ATL,MOB,1056,43,302,1112
2,WN,ATL,MOB,1920,70,302,1941
3,WN,ATL,MOB,1230,87,302,1244
3,DL,ATL,MOB,1537,110,302,1557
7,DL,ATL,GNV,1214,-8,300,1325
2,DL,ATL,GNV,1653,-7,300,1805
4,DL,ATL,GNV,2144,-7,300,2255
4,DL,ATL,GNV,2144,-7,300,2255
2,DL,ATL,GNV,1653,-6,300,1805
4,DL,ATL,GNV,2144,-6,300,2255
4,DL,ATL,GNV,2144,-6,300,2255
4,DL,ATL,GNV,2144,-6,300,2254
4,DL,ATL,GNV,1051,-6,300,1201
5,DL,ATL,GNV,1118,-6,300,1229
5,OO,ATL,GNV,1118,-6,300,1229
2,DL,ATL,GNV,1339,-5,300,1450
4,DL,ATL,GNV,2144,-5,300,2255
4,F9,ATL,GNV,2144,-5,300,2255
5,DL,ATL,GNV,1118,-5,300,1229
5,DL,ATL,GNV,1118,-5,300,1229
5,DL,ATL,GNV,1900,-5,300,2011
2,DL,ATL,GNV,1653,-4,300,1805
2,DL,ATL,GNV,1653,-4,300,1805
2,DL,ATL,GNV,1653,-4,300,1805
4,DL,ATL,GNV,2144,-4,300,2255
4,NK,ATL,GNV,2144,-4,300,2255
5,DL,ATL,GNV,1118,-4,300,1229
5,DL,ATL,GNV,1118,-4,300,1229
5,DL,ATL,GNV,1900,-4,300,2010
5,OO,ATL,GNV,1900,-4,300,2010
2,DL,ATL,GNV,1339,-3,300,1448
2,DL,ATL,GNV,1653,-3,300,1805
2,DL,ATL,GNV,1653,-3,300,1805
2,OO,ATL,GNV,1339,-3,300,1450
4,DL,ATL,GNV,1055,-3,300,1209
4,DL,ATL,GNV,2144,-3,300,2255
4,DL,ATL,GNV,2144,-3,300,2255
4,DL,ATL,GNV,1051,-3,300,1201
4,DL,ATL,GNV,2144,-3,300,2255
4,DL,ATL,GNV,2144,-3,300,2254
5,DL,ATL,GNV,1118,-3,300,1229
5,DL,ATL,GNV,1900,-3,300,2010
2,DL,ATL,GNV,1339,-2,300,1450
4,DL,ATL,GNV,2144,-2,300,2255
5,DL,ATL,GNV,1900,-2,300,2010
2,AA,ATL,GNV,1339,-1,300,1450
2,DL,ATL,GNV,1339,-1,300,1450
5,WN,ATL,GNV,1900,-1,300,2010
4,WN,ATL,GNV,2144,0,300,2255
5,DL,ATL,GNV,1900,0,300,2010
6,DL,ATL,GNV,1900,1,300,2010
6,DL,ATL,GNV,815,1,300,928
3,DL,ATL,GNV,2054,3,300,2207
4,EV,ATL,GNV,2144,7,300,2255
6,DL,ATL,GNV,1118,8,300,1229
2,EV,ATL,GNV,1640,13,300,1752
5,OO,ATL,GNV,2144,13,300,2255
3,EV,ATL,GNV,1341,14,300,1450
3,WN,ATL,GNV,1339,14,300,1450
1,WN,ATL,GNV,1214,28,300,1326
6,DL,ATL,GNV,1118,28,300,1229
3,DL,ATL,GNV,1654,29,300,1805
4,DL,ATL,GNV,1339,33,300,1450
4,DL,ATL,GNV,1653,44,300,1805
7,DL,ATL,GNV,1118,46,300,1229
4,WN,ATL,GNV,1339,63,300,1450
4,WN,ATL,GNV,1339,66,300,1450
1,DL,ATL,GNV,815,76,300,928
4,F9,ATL,GNV,1900,145,300,2011
4,DL,ATL,GNV,1055,211,300,1209
2,DL,ATL,PNS,1341,-5,271,1354
3,DL,ATL,PNS,1738,-5,271,1751
5,DL,ATL,PNS,2209,-5,271,2224
5,DL,ATL,PNS,2209,-5,271,2224
5,DL,ATL,PNS,2209,-5,271,2224
2,DL,ATL,PNS,1341,-4,271,1354
3,DL,ATL,PNS,1738,-4,271,1752
5,DL,ATL,PNS,1100,-4,271,1123
5,WN,ATL,PNS,2209,-4,271,2224
5,DL,ATL,PNS,1102,-3,271,1122
5,DL,ATL,PNS,2209,-3,271,2224
5,DL,ATL,PNS,1500,-3,271,1517
5,DL,ATL,PNS,2209,-3,271,2224
5,DL,ATL,PNS,1500,-3,271,1517
5,NK,ATL,PNS,2209,-3,271,2224
1,DL,ATL,PNS,1950,-2,271,2007
2,DL,ATL,PNS,1341,-2,271,1354
6,DL,ATL,PNS,817,-2,271,830
2,DL,ATL,PNS,1341,-1,271,1354
6,DL,ATL,PNS,817,-1,271,830
1,DL,ATL,PNS,1950,0,271,2007
3,DL,ATL,PNS,1725,0,271,1738
5,DL,ATL,PNS,2209,0,271,2224
6,WN,ATL,PNS,820,0,271,834
1,DL,ATL,PNS,1951,1,271,2007
4,WN,ATL,PNS,1738,1,271,1752
5,DL,ATL,PNS,1102,1,271,1121
6,DL,ATL,PNS,820,1,271,834
6,WN,ATL,PNS,820,1,271,834
3,DL,ATL,PNS,1727,2,271,1740
5,DL,ATL,PNS,2209,2,271,2224
5,DL,ATL,PNS,2209,2,271,2224
5,DL,ATL,PNS,2209,2,271,2224
5,DL,ATL,PNS,2209,2,271,2224
5,WN,ATL,PNS,2209,3,271,2224
3,WN,ATL,PNS,1725,5,271,1738
5,DL,ATL,PNS,1500,7,271,1517
5,WN,ATL,PNS,2209,8,271,2224
5,DL,ATL,PNS,2209,13,271,2224
6,DL,ATL,PNS,1503,13,271,1520
1,DL,ATL,PNS,1951,14,271,2007
4,EV,ATL,PNS,1725,14,271,1738
3,EV,ATL,PNS,1341,16,271,1354
4,DL,ATL,PNS,1725,16,271,1738
5,DL,ATL,PNS,2209,16,271,2224
3,DL,ATL,PNS,1341,17,271,1354
5,DL,ATL,PNS,2150,17,271,2206
1,DL,ATL,PNS,1950,18,271,2007
5,DL,ATL,PNS,1100,18,271,1123
1,US,ATL,PNS,1950,19,271,2007
1,EV,ATL,PNS,1950,22,271,2007
3,EV,ATL,PNS,1341,23,271,1354
6,DL,ATL,PNS,1500,28,271,1517
4,DL,ATL,PNS,1725,30,271,1738
6,AA,ATL,PNS,2150,40,271,2206
4,DL,ATL,PNS,1341,41,271,1354
6,EV,ATL,PNS,2209,87,271,2224
5,DL,ATL,JAX,1900,-10,270,2015
5,DL,ATL,JAX,1900,-9,270,2015
4,DL,ATL,JAX,2200,-8,270,2308
5,DL,ATL,JAX,1100,-6,270,1209
5,DL,ATL,JAX,2200,-6,270,2307
5,DL,ATL,JAX,2200,-6,270,2308
4,DL,ATL,JAX,1050,-5,270,1210
5,DL,ATL,JAX,2200,-5,270,2308
5,DL,ATL,JAX,2200,-5,270,2308
5,DL,ATL,JAX,810,-5,270,917
6,DL,ATL,JAX,826,-5,270,933
6,DL,ATL,JAX,845,-5,270,1000
7,DL,ATL,JAX,1215,-5,270,1325
4,DL,ATL,JAX,1751,-4,270,1858
4,DL,ATL,JAX,1805,-4,270,1915
4,WN,ATL,JAX,1050,-4,270,1210
5,DL,ATL,JAX,1100,-4,270,1209
5,WN,ATL,JAX,1100,-4,270,1209
4,DL,ATL,JAX,1745,-3,270,1853
5,DL,ATL,JAX,810,-3,270,917
6,DL,ATL,JAX,1915,-3,270,2027
2,DL,ATL,JAX,1630,-2,270,1739
2,DL,ATL,JAX,1630,-2,270,1739
2,DL,ATL,JAX,1630,-2,270,1739
2,DL,ATL,JAX,1630,-2,270,1739
2,DL,ATL,JAX,947,-2,270,1054
4,DL,ATL,JAX,1050,-2,270,1210
4,DL,ATL,JAX,1050,-2,270,1210
4,OO,ATL,JAX,1751,-2,270,1858
5,DL,ATL,JAX,1100,-2,270,1209
5,DL,ATL,JAX,810,-2,270,917
5,DL,ATL,JAX,2200,-2,270,2307
5,US,ATL,JAX,810,-2,270,917
7,DL,ATL,JAX,1215,-2,270,1324
2,DL,ATL,JAX,1630,-1,270,1739
2,DL,ATL,JAX,1630,-1,270,1739
4,DL,ATL,JAX,1745,-1,270,1853
5,DL,ATL,JAX,810,-1,270,917
5,DL,ATL,JAX,2200,-1,270,2308
6,DL,ATL,JAX,1915,-1,270,2027
1,DL,ATL,JAX,940,0,270,1047
2,DL,ATL,JAX,2030,0,270,2139
2,WN,ATL,JAX,1630,0,270,1739
2,WN,ATL,JAX,2030,0,270,2138
4,NK,ATL,JAX,1745,0,270,1853
5,DL,ATL,JAX,1900,0,270,2015
5,DL,ATL,JAX,1900,0,270,2015
5,DL,ATL,JAX,2200,0,270,2308
5,DL,ATL,JAX,1845,0,270,1955
5,EV,ATL,JAX,1845,0,270,1955
6,DL,ATL,JAX,1915,0,270,2027
6,DL,ATL,JAX,1915,0,270,2027
7,DL,ATL,JAX,1215,0,270,1325
7,DL,ATL,JAX,1915,0,270,2027
2,DL,ATL,JAX,2030,1,270,2138
4,EV,ATL,JAX,1745,1,270,1853
5,DL,ATL,JAX,1900,1,270,2015
5,DL,ATL,JAX,1900,1,270,2015
5,EV,ATL,JAX,2200,1,270,2308
2,WN,ATL,JAX,1630,2,270,1739
2,WN,ATL,JAX,2030,2,270,2138
5,DL,ATL,JAX,1505,2,270,1620
6,DL,ATL,JAX,826,2,270,933
2,EV,ATL,JAX,1630,3,270,1739
5,DL,ATL,JAX,1505,3,270,1620
5,DL,ATL,JAX,2200,4,270,2307
6,DL,ATL,JAX,1900,4,270,2015
3,WN,ATL,JAX,1345,5,270,1453
5,EV,ATL,JAX,1505,5,270,1620
5,WN,ATL,JAX,1100,5,270,1209
2,WN,ATL,JAX,2030,6,270,2137
2,DL,ATL,JAX,950,7,270,1057
2,DL,ATL,JAX,1630,8,270,1739
5,WN,ATL,JAX,2200,8,270,2309
2,DL,ATL,JAX,2030,9,270,2138
3,OO,ATL,JAX,1345,10,270,1453
2,EV,ATL,JAX,2030,12,270,2139
2,F9,ATL,JAX,1630,12,270,1739
3,DL,ATL,JAX,1353,13,270,1454
5,DL,ATL,JAX,1455,13,270,1603
7,WN,ATL,JAX,1915,13,270,2027
4,US,ATL,JAX,1745,14,270,1852
3,DL,ATL,JAX,1345,15,270,1453
5,WN,ATL,JAX,1100,15,270,1209
2,DL,ATL,JAX,940,17,270,1047
3,DL,ATL,JAX,2030,17,270,2138
2,DL,ATL,JAX,1630,19,270,1739
6,DL,ATL,JAX,1455,19,270,1603
3,DL,ATL,JAX,2030,21,270,2138
3,EV,ATL,JAX,2045,21,270,2153
5,DL,ATL,JAX,2200,22,270,2308
6,DL,ATL,JAX,1505,22,270,1620
7,DL,ATL,JAX,1915,22,270,2026
2,EV,ATL,JAX,1630,23,270,1739
5,DL,ATL,JAX,2200,23,270,2308
7,WN,ATL,JAX,1512,23,270,1619
7,WN,ATL,JAX,1900,24,270,2015
5,EV,ATL,JAX,1050,27,270,1210
7,EV,ATL,JAX,1900,27,270,2015
4,DL,ATL,JAX,2045,28,270,2153
7,DL,ATL,JAX,1510,28,270,1630
7,EV,ATL,JAX,1900,33,270,2015
1,EV,ATL,JAX,1900,39,270,2015
6,WN,ATL,JAX,2200,39,270,2310
5,EV,ATL,JAX,1745,43,270,1852
4,DL,ATL,JAX,2030,44,270,2138
1,DL,ATL,JAX,1900,46,270,2015
1,EV,ATL,JAX,1215,49,270,1324
4,NK,ATL,JAX,2306,66,270,12
7,DL,ATL,JAX,1805,73,270,1915
5,EV,ATL,JAX,2030,101,270,2138
2,DL,ATL,CHS,1345,-7,259,1450
4,DL,ATL,CHS,1049,-6,259,1158
4,DL,ATL,CHS,2155,-6,259,2303
2,DL,ATL,CHS,1650,-5,259,1802
4,DL,ATL,CHS,2155,-5,259,2304
4,DL,ATL,CHS,2155,-5,259,2304
5,DL,ATL,CHS,815,-5,259,925
5,DL,ATL,CHS,1506,-5,259,1619
7,DL,ATL,CHS,1210,-5,259,1319
7,DL,ATL,CHS,1210,-5,259,1319
2,DL,ATL,CHS,1640,-4,259,1750
2,WN,ATL,CHS,1640,-4,259,1750
2,WN,ATL,CHS,1640,-4,259,1750
4,DL,ATL,CHS,2150,-4,259,2259
7,F9,ATL,CHS,1210,-4,259,1319
2,WN,ATL,CHS,2035,-3,259,2146
4,DL,ATL,CHS,2155,-3,259,2304
4,DL,ATL,CHS,2155,-3,259,2304
4,DL,ATL,CHS,2155,-3,259,2304
4,DL,ATL,CHS,2155,-3,259,2304
7,DL,ATL,CHS,1931,-3,259,2040
4,DL,ATL,CHS,1049,-2,259,1158
4,DL,ATL,CHS,1750,-2,259,1901
5,DL,ATL,CHS,2155,-2,259,2304
5,DL,ATL,CHS,2155,-2,259,2304
5,DL,ATL,CHS,1506,-2,259,1619
5,DL,ATL,CHS,1506,-2,259,1619
5,DL,ATL,CHS,2155,-2,259,2304
5,MQ,ATL,CHS,2155,-2,259,2304
7,AS,ATL,CHS,1931,-2,259,2040
7,DL,ATL,CHS,1931,-2,259,2040
7,DL,ATL,CHS,1931,-2,259,2040
7,DL,ATL,CHS,1931,-2,259,2040
2,DL,ATL,CHS,1640,-1,259,1750
2,DL,ATL,CHS,1640,-1,259,1750
4,DL,ATL,CHS,1049,-1,259,1158
5,DL,ATL,CHS,2155,-1,259,2302
5,DL,ATL,CHS,1506,-1,259,1619
5,DL,ATL,CHS,2155,-1,259,2303
6,DL,ATL,CHS,815,-1,259,924
7,DL,ATL,CHS,1539,-1,259,1653
7,DL,ATL,CHS,1931,-1,259,2040
7,DL,ATL,CHS,1931,-1,259,2040
7,DL,ATL,CHS,851,-1,259,1005
5,DL,ATL,CHS,1506,0,259,1619
5,US,ATL,CHS,1506,0,259,1619
6,DL,ATL,CHS,1915,0,259,2028
6,DL,ATL,CHS,815,0,259,925
3,EV,ATL,CHS,1345,1,259,1450
5,EV,ATL,CHS,1506,3,259,1619
7,DL,ATL,CHS,1931,3,259,2040
5,AA,ATL,CHS,1049,8,259,1158
2,DL,ATL,CHS,2030,9,259,2142
5,EV,ATL,CHS,2155,9,259,2304
3,DL,ATL,CHS,1344,13,259,1450
5,DL,ATL,CHS,2155,13,259,2304
5,DL,ATL,CHS,2155,15,259,2303
2,EV,ATL,CHS,2030,16,259,2142
7,DL,ATL,CHS,1539,17,259,1653
5,DL,ATL,CHS,2150,20,259,2259
6,WN,ATL,CHS,815,26,259,925
7,DL,ATL,CHS,815,29,259,925
1,EV,ATL,CHS,1210,31,259,1319
5,WN,ATL,CHS,1750,52,259,1859
5,DL,ATL,VPS,2205,-7,250,2216
4,DL,ATL,VPS,1049,-6,250,1104
4,MQ,ATL,VPS,1049,-6,250,1104
2,DL,ATL,VPS,1650,-5,250,1705
7,WN,ATL,VPS,1920,-4,250,1931
2,DL,ATL,VPS,1650,-3,250,1705
2,DL,ATL,VPS,1650,-3,250,1705
4,DL,ATL,VPS,1049,-3,250,1104
7,DL,ATL,VPS,1920,-3,250,1931
7,DL,ATL,VPS,1920,-3,250,1931
7,DL,ATL,VPS,1920,-3,250,1931
1,DL,ATL,VPS,930,-2,250,945
4,DL,ATL,VPS,1049,-2,250,1104
5,DL,ATL,VPS,2205,-2,250,2216
5,DL,ATL,VPS,2205,-2,250,2216
7,DL,ATL,VPS,1920,-2,250,1931
7,DL,ATL,VPS,1920,-2,250,1931
7,DL,ATL,VPS,1920,-2,250,1931
7,DL,ATL,VPS,1920,-2,250,1931
5,DL,ATL,VPS,2205,-1,250,2215
2,DL,ATL,VPS,1650,0,250,1705
2,DL,ATL,VPS,1650,0,250,1705
2,WN,ATL,VPS,2030,0,250,2042
1,EV,ATL,VPS,930,1,250,945
4,DL,ATL,VPS,1049,1,250,1104
5,DL,ATL,VPS,2205,1,250,2216
7,MQ,ATL,VPS,1920,2,250,1931
2,AA,ATL,VPS,1650,3,250,1705
2,DL,ATL,VPS,1650,3,250,1705
5,DL,ATL,VPS,2205,3,250,2216
4,DL,ATL,VPS,1049,4,250,1104
3,WN,ATL,VPS,1650,6,250,1705
3,EV,ATL,VPS,1650,7,250,1705
7,WN,ATL,VPS,1920,10,250,1931
3,MQ,ATL,VPS,1344,12,250,1356
5,DL,ATL,VPS,2155,19,250,2204
3,EV,ATL,VPS,1650,30,250,1705
3,EV,ATL,VPS,1650,30,250,1705
3,DL,ATL,VPS,1650,37,250,1704
1,DL,ATL,VPS,851,49,250,905
7,DL,ATL,VPS,1510,50,250,1523
6,DL,ATL,GTR,1920,-10,241,1928
6,DL,ATL,GTR,1530,-6,241,1541
6,DL,ATL,GTR,1530,-5,241,1541
6,DL,ATL,GTR,1530,-4,241,1541
7,DL,ATL,GTR,1920,-4,241,1928
1,DL,ATL,GTR,939,-2,241,950
7,DL,ATL,GTR,1920,-2,241,1927
7,DL,ATL,GTR,1920,-2,241,1928
6,WN,ATL,GTR,1530,-1,241,1541
1,DL,ATL,GTR,939,1,241,949
7,DL,ATL,GTR,1920,2,241,1933
1,DL,ATL,GTR,1253,3,241,1300
2,DL,ATL,GTR,939,20,241,949
6,WN,ATL,GTR,939,105,241,950
5,EV,ATL,GTR,1920,181,241,1934
4,DL,ATL,ECP,2140,-6,240,2148
4,DL,ATL,ECP,2150,-5,240,2159
4,DL,ATL,ECP,1050,-5,240,1102
2,DL,ATL,ECP,1650,-4,240,1659
2,DL,ATL,ECP,1650,-4,240,1659
7,DL,ATL,ECP,1930,-4,240,1938
4,DL,ATL,ECP,2140,-3,240,2148
4,WN,ATL,ECP,2140,-3,240,2148
7,DL,ATL,ECP,1930,-3,240,1938
7,DL,ATL,ECP,1930,-2,240,1938
4,DL,ATL,ECP,2140,-1,240,2148
4,DL,ATL,ECP,2140,-1,240,2148
4,DL,ATL,ECP,2140,-1,240,2148
7,DL,ATL,ECP,1930,-1,240,1938
1,DL,ATL,ECP,1620,0,240,1629
4,DL,ATL,ECP,2140,0,240,2148
4,WN,ATL,ECP,2140,0,240,2148
7,DL,ATL,ECP,1930,0,240,1938
7,DL,ATL,ECP,1930,1,240,1938
7,DL,ATL,ECP,1930,2,240,1938
4,DL,ATL,ECP,2140,4,240,2148
4,DL,ATL,ECP,2140,6,240,2148
3,DL,ATL,ECP,1350,7,240,1358
4,WN,ATL,ECP,2140,7,240,2148
2,DL,ATL,ECP,1620,8,240,1629
4,OO,ATL,ECP,2140,8,240,2148
1,EV,ATL,ECP,915,10,240,923
4,WN,ATL,ECP,2140,10,240,2148
2,DL,ATL,ECP,1620,11,240,1627
3,DL,ATL,ECP,1650,13,240,1659
3,WN,ATL,ECP,1350,15,240,1358
1,US,ATL,ECP,908,16,240,913
5,DL,ATL,ECP,2140,18,240,2148
4,DL,ATL,ECP,1350,19,240,1358
1,DL,ATL,ECP,908,20,240,913
4,EV,ATL,ECP,1350,21,240,1358
1,DL,ATL,ECP,908,22,240,913
2,EV,ATL,ECP,1304,32,240,1309
1,EV,ATL,ECP,1930,33,240,1938
5,EV,ATL,ECP,2140,34,240,2148
6,DL,ATL,ECP,1105,38,240,1115
1,DL,ATL,ECP,1930,40,240,1938
3,DL,ATL,ECP,1650,41,240,1659
2,EV,ATL,ECP,908,45,240,913
6,EV,ATL,ECP,2140,83,240,2148
5,DL,ATL,BQK,1108,-8,238,1219
6,DL,ATL,BQK,1154,-8,238,1258
7,DL,ATL,BQK,1926,-7,238,2033
5,DL,ATL,BQK,1108,-6,238,1219
7,DL,ATL,BQK,1926,-6,238,2033
4,DL,ATL,BQK,1454,-5,238,1559
5,DL,ATL,BQK,1108,-5,238,1219
6,DL,ATL,BQK,1130,-5,238,1234
3,DL,ATL,BQK,1027,-4,238,1135
5,DL,ATL,BQK,1108,-4,238,1219
6,DL,ATL,BQK,1108,21,238,1219
4,EV,ATL,BQK,1730,23,238,1833
1,DL,ATL,BQK,1926,26,238,2033
6,DL,ATL,TRI,1145,-10,227,1242
5,DL,ATL,TRI,2208,-8,227,2313
6,DL,ATL,TRI,1145,-8,227,1242
5,DL,ATL,TRI,2208,-7,227,2314
5,DL,ATL,TRI,2208,-7,227,2314
7,DL,ATL,TRI,908,-7,227,1010
2,DL,ATL,TRI,1654,-6,227,1754
3,DL,ATL,TRI,1403,-6,227,1505
3,DL,ATL,TRI,2059,-6,227,2206
5,DL,ATL,TRI,2208,-6,227,2314
5,DL,ATL,TRI,2208,-6,227,2314
5,DL,ATL,TRI,2208,-6,227,2314
5,DL,ATL,TRI,1859,-6,227,2006
2,DL,ATL,TRI,1654,-5,227,1754
2,DL,ATL,TRI,1654,-4,227,1754
5,DL,ATL,TRI,1859,-4,227,2006
5,DL,ATL,TRI,2208,-4,227,2314
5,DL,ATL,TRI,2208,-4,227,2314
5,DL,ATL,TRI,2208,-4,227,2314
6,DL,ATL,TRI,1145,-4,227,1242
6,DL,ATL,TRI,1515,-4,227,1619
2,DL,ATL,TRI,1654,-3,227,1754
2,OO,ATL,TRI,1654,-3,227,1754
3,DL,ATL,TRI,1403,-3,227,1505
5,DL,ATL,TRI,1859,-3,227,2006
5,DL,ATL,TRI,1859,-3,227,2006
5,WN,ATL,TRI,2208,-3,227,2314
6,DL,ATL,TRI,1145,-3,227,1242
6,DL,ATL,TRI,1145,-3,227,1242
6,DL,ATL,TRI,1515,-3,227,1619
6,DL,ATL,TRI,1515,-3,227,1619
2,DL,ATL,TRI,1654,-2,227,1754
2,DL,ATL,TRI,1654,-2,227,1754
5,DL,ATL,TRI,2208,-2,227,2314
5,DL,ATL,TRI,1859,-2,227,2006
5,DL,ATL,TRI,2208,-2,227,2314
6,DL,ATL,TRI,1145,-2,227,1241
6,DL,ATL,TRI,1145,-2,227,1242
6,DL,ATL,TRI,1518,-2,227,1624
2,DL,ATL,TRI,1654,-1,227,1754
3,DL,ATL,TRI,2059,-1,227,2206
5,DL,ATL,TRI,2208,-1,227,2314
5,DL,ATL,TRI,1859,-1,227,2006
6,DL,ATL,TRI,1145,-1,227,1242
6,DL,ATL,TRI,1145,-1,227,1242
2,DL,ATL,TRI,1654,0,227,1754
6,DL,ATL,TRI,1145,0,227,1242
6,DL,ATL,TRI,1145,0,227,1242
6,US,ATL,TRI,1145,0,227,1242
3,WN,ATL,TRI,1654,1,227,1754
3,WN,ATL,TRI,2059,1,227,2206
5,EV,ATL,TRI,1859,1,227,2006
5,OO,ATL,TRI,2208,1,227,2314
1,DL,ATL,TRI,1621,2,227,1723
3,DL,ATL,TRI,1654,5,227,1754
6,DL,ATL,TRI,1145,6,227,1242
3,DL,ATL,TRI,1654,9,227,1754
5,DL,ATL,TRI,2208,9,227,2314
6,EV,ATL,TRI,1145,10,227,1242
3,EV,ATL,TRI,1654,15,227,1754
3,DL,ATL,TRI,1654,16,227,1754
3,EV,ATL,TRI,1654,16,227,1754
3,EV,ATL,TRI,1654,16,227,1754
6,EV,ATL,TRI,2208,26,227,2314
1,DL,ATL,TRI,908,27,227,1010
1,DL,ATL,TRI,908,29,227,1010
7,DL,ATL,TRI,1145,29,227,1242
3,WN,ATL,TRI,1621,49,227,1723
5,WN,ATL,TRI,1654,101,227,1754
6,DL,ATL,CLT,850,-10,226,1008
4,DL,ATL,CLT,1040,-9,226,1158
3,DL,ATL,CLT,1725,-8,226,1836
4,DL,ATL,CLT,550,-8,226,656
4,DL,ATL,CLT,550,-8,226,656
6,DL,ATL,CLT,1530,-8,226,1644
1,DL,ATL,CLT,1959,-7,226,2114
4,DL,ATL,CLT,550,-7,226,656
4,DL,ATL,CLT,550,-7,226,656
4,DL,ATL,CLT,1759,-7,226,1910
4,DL,ATL,CLT,1759,-7,226,1910
3,DL,ATL,CLT,1725,-6,226,1836
4,DL,ATL,CLT,550,-6,226,656
4,DL,ATL,CLT,550,-6,226,656
4,DL,ATL,CLT,700,-6,226,813
4,DL,ATL,CLT,700,-6,226,813
4,DL,ATL,CLT,1040,-6,226,1158
4,DL,ATL,CLT,1759,-6,226,1910
