DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL
1,DL,ATL,FAR,1915,29,1123,2128
1,DL,ATL,FAR,1915,34,1123,2128
2,DL,ATL,PWM,2040,-4,1027,2305
2,DL,ATL,PWM,2040,-4,1027,2305
2,DL,ATL,PWM,2040,-4,1027,2305
2,DL,ATL,PWM,2040,0,1027,2305
2,US,ATL,PWM,2035,4,1027,2259
2,EV,ATL,PWM,2040,6,1027,2305
4,EV,ATL,PWM,2040,31,1027,2305
5,DL,ATL,BTV,1859,-7,961,2118
1,EV,ATL,BTV,1859,77,961,2118
5,EV,ATL,BTV,1859,180,961,2118
1,DL,ATL,FSD,2010,0,954,2150
1,DL,ATL,FSD,2010,1,954,2151
1,DL,ATL,FSD,2010,3,954,2150
1,DL,ATL,FSD,2010,3,954,2150
1,DL,ATL,FSD,2010,7,954,2150
1,EV,ATL,FSD,2010,10,954,2150
2,EV,ATL,FSD,2010,21,954,2150
2,DL,ATL,FSD,2010,36,954,2149
3,DL,ATL,FSD,2010,39,954,2150
3,DL,ATL,FSD,2010,43,954,2150
4,DL,ATL,FSD,2010,93,954,2150
2,DL,ATL,MHT,2035,-2,952,2307
2,DL,ATL,MHT,2035,-2,952,2307
5,DL,ATL,MHT,1855,-2,952,2125
2,DL,ATL,MHT,2035,-1,952,2305
2,DL,ATL,MHT,2035,8,952,2307
3,DL,ATL,MHT,2035,24,952,2307
1,DL,ATL,MHT,1925,45,952,2155
4,WN,ATL,MHT,2035,53,952,2307
2,DL,ATL,BOS,1350,-7,946,1625
7,DL,ATL,BOS,850,-7,946,1125
6,DL,ATL,BOS,1915,-5,946,2147
6,DL,ATL,BOS,1133,-5,946,1401
3,DL,ATL,BOS,1350,-1,946,1625
4,DL,ATL,BOS,1045,-1,946,1315
5,DL,ATL,BOS,725,-1,946,955
5,DL,ATL,BOS,2154,-1,946,18
5,DL,ATL,BOS,2154,-1,946,18
5,DL,ATL,BOS,725,-1,946,955
6,DL,ATL,BOS,1133,-1,946,1401
7,DL,ATL,BOS,844,-1,946,1113
2,WN,ATL,BOS,1645,0,946,1916
3,DL,ATL,BOS,1350,0,946,1625
3,DL,ATL,BOS,1715,0,946,1950
5,DL,ATL,BOS,2154,0,946,18
5,DL,ATL,BOS,725,0,946,955
5,DL,ATL,BOS,1115,0,946,1347
5,DL,ATL,BOS,2154,0,946,18
5,EV,ATL,BOS,2154,0,946,18
2,DL,ATL,BOS,1650,4,946,1925
5,DL,ATL,BOS,2154,5,946,18
7,DL,ATL,BOS,1915,5,946,2147
2,DL,ATL,BOS,1645,6,946,1916
4,DL,ATL,BOS,1750,6,946,2021
7,EV,ATL,BOS,1915,6,946,2147
2,EV,ATL,BOS,1645,8,946,1916
7,DL,ATL,BOS,844,8,946,1115
7,DL,ATL,BOS,1915,9,946,2147
3,EV,ATL,BOS,1000,11,946,1234
4,DL,ATL,BOS,1359,14,946,1630
7,EV,ATL,BOS,1915,16,946,2147
2,DL,ATL,BOS,1620,17,946,1851
4,WN,ATL,BOS,1750,17,946,2021
4,DL,ATL,BOS,1750,21,946,2021
4,DL,ATL,BOS,1359,21,946,1630
3,EV,ATL,BOS,1635,22,946,1905
1,DL,ATL,BOS,1235,23,946,1508
3,DL,ATL,BOS,1000,23,946,1234
3,DL,ATL,BOS,1640,24,946,1910
5,DL,ATL,BOS,725,24,946,956
5,DL,ATL,BOS,2154,24,946,18
3,WN,ATL,BOS,1640,25,946,1910
5,WN,ATL,BOS,2130,25,946,5
1,DL,ATL,BOS,1915,26,946,2147
5,WN,ATL,BOS,1750,26,946,2021
1,DL,ATL,BOS,1915,30,946,2147
4,DL,ATL,BOS,1359,34,946,1630
5,WN,ATL,BOS,2130,38,946,5
5,DL,ATL,BOS,1750,50,946,2021
4,OO,ATL,BOS,2154,134,946,18
7,DL,ATL,BOS,1235,186,946,1506
2,DL,ATL,MSP,2040,-5,907,2230
4,DL,ATL,MSP,2140,-5,907,2320
4,DL,ATL,MSP,2140,-5,907,2320
4,DL,ATL,MSP,1747,-5,907,1932
6,DL,ATL,MSP,1915,-5,907,2101
2,DL,ATL,MSP,2045,-2,907,2227
2,DL,ATL,MSP,2040,-2,907,2230
2,DL,ATL,MSP,2040,-2,907,2230
2,DL,ATL,MSP,1635,-2,907,1822
4,DL,ATL,MSP,2140,-2,907,2320
4,DL,ATL,MSP,2140,-2,907,2320
4,DL,ATL,MSP,725,-2,907,906
6,DL,ATL,MSP,1915,-2,907,2101
1,DL,ATL,MSP,1620,-1,907,1805
2,DL,ATL,MSP,1635,-1,907,1822
2,DL,ATL,MSP,2040,-1,907,2230
4,DL,ATL,MSP,1050,-1,907,1235
4,DL,ATL,MSP,1747,-1,907,1932
4,DL,ATL,MSP,2140,-1,907,2320
5,DL,ATL,MSP,725,-1,907,906
6,DL,ATL,MSP,830,-1,907,1012
6,DL,ATL,MSP,830,-1,907,1013
6,DL,ATL,MSP,1915,-1,907,2101
6,DL,ATL,MSP,830,-1,907,1013
2,DL,ATL,MSP,2045,0,907,2227
3,DL,ATL,MSP,1353,0,907,1538
4,DL,ATL,MSP,2135,0,907,2315
4,DL,ATL,MSP,2140,0,907,2320
2,DL,ATL,MSP,2045,1,907,2227
2,DL,ATL,MSP,2045,1,907,2227
5,DL,ATL,MSP,1900,1,907,2040
5,DL,ATL,MSP,1900,1,907,2040
4,DL,ATL,MSP,1747,5,907,1932
4,DL,ATL,MSP,1041,5,907,1223
7,DL,ATL,MSP,1205,5,907,1345
3,DL,ATL,MSP,1350,6,907,1535
3,DL,ATL,MSP,1350,6,907,1537
7,DL,ATL,MSP,1915,7,907,2101
4,EV,ATL,MSP,1041,8,907,1223
4,WN,ATL,MSP,2140,8,907,2317
7,DL,ATL,MSP,1915,8,907,2101
2,DL,ATL,MSP,1635,9,907,1822
2,DL,ATL,MSP,1635,9,907,1822
3,OO,ATL,MSP,2040,10,907,2230
3,WN,ATL,MSP,2045,11,907,2227
3,DL,ATL,MSP,2045,12,907,2227
3,DL,ATL,MSP,1350,13,907,1537
3,WN,ATL,MSP,2040,14,907,2230
5,DL,ATL,MSP,1041,14,907,1223
3,EV,ATL,MSP,2040,15,907,2230
5,EV,ATL,MSP,1041,15,907,1223
5,DL,ATL,MSP,2140,16,907,2319
5,DL,ATL,MSP,1041,18,907,1223
3,DL,ATL,MSP,2045,19,907,2227
3,NK,ATL,MSP,2040,19,907,2225
5,DL,ATL,MSP,1826,21,907,2010
5,DL,ATL,MSP,2204,22,907,2344
4,EV,ATL,MSP,2045,23,907,2227
5,DL,ATL,MSP,2140,24,907,2320
5,WN,ATL,MSP,2130,25,907,2315
6,DL,ATL,MSP,755,26,907,940
1,DL,ATL,MSP,1555,28,907,1735
4,EV,ATL,MSP,2040,28,907,2230
4,EV,ATL,MSP,2040,34,907,2230
1,DL,ATL,MSP,1205,36,907,1345
6,DL,ATL,MSP,2204,43,907,2344
4,DL,ATL,MSP,2045,45,907,2227
3,EV,ATL,MSP,1645,47,907,1830
4,WN,ATL,MSP,2045,50,907,2227
5,WN,ATL,MSP,2130,51,907,2315
6,EV,ATL,MSP,2140,55,907,2320
2,WN,ATL,MSP,1915,87,907,2059
3,F9,ATL,MSP,830,108,907,1013
6,WN,ATL,MSP,2040,180,907,2230
2,DL,ATL,PVD,2040,0,903,2256
2,EV,ATL,PVD,2040,1,903,2256
5,DL,ATL,PVD,1506,1,903,1722
5,DL,ATL,PVD,1506,1,903,1722
2,OO,ATL,PVD,2040,3,903,2256
2,DL,ATL,PVD,2034,4,903,2252
3,DL,ATL,PVD,2040,16,903,2256
7,DL,ATL,PVD,1506,38,903,1722
6,DL,ATL,SAT,1518,-5,874,1707
6,DL,ATL,SAT,1910,-5,874,2100
3,DL,ATL,SAT,2104,-4,874,2247
4,DL,ATL,SAT,1420,-2,874,1604
1,DL,ATL,SAT,940,-1,874,1126
1,DL,ATL,SAT,940,-1,874,1126
4,DL,ATL,SAT,1053,-1,874,1241
4,DL,ATL,SAT,1053,-1,874,1241
6,DL,ATL,SAT,1518,-1,874,1707
6,DL,ATL,SAT,1518,-1,874,1707
6,DL,ATL,SAT,825,-1,874,1014
6,DL,ATL,SAT,825,-1,874,1014
1,DL,ATL,SAT,1610,0,874,1759
3,DL,ATL,SAT,2104,0,874,2248
3,DL,ATL,SAT,1355,0,874,1537
4,DL,ATL,SAT,1420,0,874,1605
5,DL,ATL,SAT,1055,0,874,1246
5,DL,ATL,SAT,1845,0,874,2025
5,DL,ATL,SAT,1845,0,874,2025
5,DL,ATL,SAT,1859,0,874,2044
5,DL,ATL,SAT,1859,0,874,2041
3,DL,ATL,SAT,2104,1,874,2248
3,EV,ATL,SAT,2104,1,874,2248
5,DL,ATL,SAT,1859,1,874,2041
5,DL,ATL,SAT,1859,1,874,2041
5,EV,ATL,SAT,1859,1,874,2041
6,DL,ATL,SAT,825,1,874,1014
6,NK,ATL,SAT,1518,1,874,1707
2,DL,ATL,SAT,940,6,874,1126
3,DL,ATL,SAT,1355,6,874,1538
3,DL,ATL,SAT,1355,6,874,1537
3,DL,ATL,SAT,1355,6,874,1537
6,DL,ATL,SAT,1859,6,874,2044
4,DL,ATL,SAT,2104,7,874,2248
5,DL,ATL,SAT,1845,9,874,2025
4,DL,ATL,SAT,2104,10,874,2248
4,WN,ATL,SAT,1400,11,874,1520
2,DL,ATL,SAT,944,14,874,1130
4,DL,ATL,SAT,1400,15,874,1520
4,EV,ATL,SAT,1430,15,874,1615
4,EV,ATL,SAT,1400,24,874,1520
3,UA,ATL,SAT,2104,-4,874,2247
7,WN,ATL,SAT,1845,35,874,2025
7,DL,ATL,SAT,1518,39,874,1707
1,WN,ATL,SAT,1859,48,874,2044
1,EV,ATL,SAT,1845,76,874,2025
2,WN,ATL,SAT,944,-2,874,1130
6,WN,ATL,SAT,2120,134,874,2235
6,DL,ATL,BDL,1145,-8,859,1400
5,DL,ATL,BDL,1515,-7,859,1733
2,DL,ATL,BDL,2045,-6,859,2310
4,DL,ATL,BDL,725,-6,859,937
4,DL,ATL,BDL,1805,-6,859,2022
4,DL,ATL,BDL,2145,-2,859,3
4,DL,ATL,BDL,1805,-2,859,2022
4,DL,ATL,BDL,725,-2,859,940
4,DL,ATL,BDL,725,-2,859,937
2,DL,ATL,BDL,2045,-1,859,2310
2,DL,ATL,BDL,2045,-1,859,2310
3,DL,ATL,BDL,1402,-1,859,1618
4,DL,ATL,BDL,2145,-1,859,3
4,DL,ATL,BDL,2145,-1,859,3
4,EV,ATL,BDL,2145,0,859,3
5,EV,ATL,BDL,725,0,859,937
6,DL,ATL,BDL,1515,0,859,1733
3,WN,ATL,BDL,1402,1,859,1618
4,DL,ATL,BDL,1805,1,859,2022
4,DL,ATL,BDL,2145,1,859,3
4,EV,ATL,BDL,2145,1,859,3
1,DL,ATL,BDL,1229,2,859,1445
6,WN,ATL,BDL,1145,2,859,1400
4,DL,ATL,BDL,2145,3,859,3
5,DL,ATL,BDL,725,3,859,937
3,EV,ATL,BDL,2045,5,859,2310
3,EV,ATL,BDL,2045,5,859,2310
4,EV,ATL,BDL,2145,5,859,3
5,DL,ATL,BDL,727,5,859,939
3,DL,ATL,BDL,2045,6,859,2310
4,DL,ATL,BDL,1805,6,859,2022
4,DL,ATL,BDL,2145,6,859,3
2,WN,ATL,BDL,940,7,859,1159
3,DL,ATL,BDL,2045,7,859,2310
5,DL,ATL,BDL,725,9,859,937
4,DL,ATL,BDL,1402,12,859,1618
1,EV,ATL,BDL,1245,13,859,1500
3,EV,ATL,BDL,2045,19,859,2310
7,WN,ATL,BDL,1515,20,859,1733
4,DL,ATL,BDL,2125,22,859,2340
4,WN,ATL,BDL,2120,23,859,2335
4,DL,ATL,BDL,2045,25,859,2310
5,DL,ATL,BDL,2145,25,859,3
4,WN,ATL,BDL,2125,26,859,2340
5,DL,ATL,BDL,725,30,859,937
7,DL,ATL,BDL,1515,31,859,1736
5,DL,ATL,BDL,2145,43,859,3
7,DL,ATL,ALB,1922,-6,853,2137
1,DL,ATL,ALB,939,-4,853,1147
2,DL,ATL,ALB,950,-3,853,1200
2,DL,ATL,ALB,950,-1,853,1202
7,DL,ATL,ALB,1922,-1,853,2137
7,DL,ATL,ALB,1922,0,853,2137
7,DL,ATL,ALB,1922,4,853,2137
7,DL,ATL,ALB,1922,9,853,2137
1,DL,ATL,ALB,1922,19,853,2140
2,EV,ATL,ALB,939,19,853,1147
3,DL,ATL,ALB,950,20,853,1202
4,DL,ATL,ALB,2100,25,853,2318
3,US,ATL,ALB,950,26,853,1202
1,EV,ATL,ALB,1922,28,853,2137
4,DL,ATL,ALB,2100,40,853,2318
7,DL,ATL,ALB,1455,48,853,1710
4,DL,ATL,ALB,1922,136,853,2137
7,DL,ATL,LNK,1943,-7,841,2117
7,DL,ATL,LNK,1943,-6,841,2117
1,DL,ATL,LNK,1943,-1,841,2117
1,DL,ATL,LNK,1943,2,841,2117
1,DL,ATL,LNK,1943,15,841,2117
1,DL,ATL,LNK,1937,16,841,2115
1,WN,ATL,LNK,1930,21,841,2108
4,EV,ATL,LNK,1943,120,841,2117
7,DL,ATL,RST,1215,-7,831,1346
2,DL,ATL,RST,1339,-6,831,1510
2,DL,ATL,RST,1339,-5,831,1510
2,DL,ATL,RST,1339,-5,831,1510
2,DL,ATL,RST,1339,-4,831,1510
2,DL,ATL,RST,1339,-4,831,1510
2,DL,ATL,RST,1339,-2,831,1510
3,DL,ATL,RST,1346,21,831,1515
4,WN,ATL,RST,1339,30,831,1510
4,DL,ATL,OMA,1805,-9,821,1939
3,DL,ATL,OMA,2055,-4,821,2230
6,DL,ATL,OMA,1530,-4,821,1703
3,DL,ATL,OMA,2055,-3,821,2231
4,DL,ATL,OMA,1805,-3,821,1938
3,DL,ATL,OMA,2055,-2,821,2231
4,DL,ATL,OMA,1805,-2,821,1939
4,DL,ATL,OMA,1805,-2,821,1939
4,DL,ATL,OMA,1805,-2,821,1939
4,DL,ATL,OMA,1805,-2,821,1938
3,DL,ATL,OMA,2055,-1,821,2231
4,DL,ATL,OMA,1805,-1,821,1938
4,DL,ATL,OMA,1805,-1,821,1939
4,DL,ATL,OMA,1805,-1,821,1939
4,DL,ATL,OMA,1805,-1,821,1939
4,DL,ATL,OMA,1805,0,821,1939
5,DL,ATL,OMA,1107,0,821,1243
5,DL,ATL,OMA,1830,0,821,2003
7,DL,ATL,OMA,1530,5,821,1703
3,DL,ATL,OMA,2055,7,821,2231
3,WN,ATL,OMA,2055,7,821,2231
5,DL,ATL,OMA,1107,13,821,1243
4,DL,ATL,OMA,2055,15,821,2230
4,DL,ATL,OMA,2055,16,821,2231
4,EV,ATL,OMA,2055,17,821,2231
4,WN,ATL,OMA,2055,18,821,2231
7,DL,ATL,OMA,1530,18,821,1703
4,EV,ATL,OMA,2055,19,821,2231
5,WN,ATL,OMA,1805,21,821,1939
4,DL,ATL,OMA,2055,22,821,2231
7,DL,ATL,OMA,1530,25,821,1703
1,DL,ATL,OMA,848,42,821,1015
4,WN,ATL,OMA,1305,77,821,1431
7,EV,ATL,OMA,848,201,821,1015
4,DL,ATL,AUS,2148,-3,813,2325
4,DL,ATL,AUS,2152,-3,813,2329
6,DL,ATL,AUS,1910,-3,813,2046
2,DL,ATL,AUS,950,-1,813,1132
7,DL,ATL,AUS,1210,-1,813,1338
1,DL,ATL,AUS,1612,0,813,1748
4,DL,ATL,AUS,2152,0,813,2329
4,WN,ATL,AUS,1415,0,813,1548
4,WN,ATL,AUS,1415,0,813,1548
5,EV,ATL,AUS,1850,0,813,2030
5,WN,ATL,AUS,1859,0,813,2037
6,DL,ATL,AUS,1128,0,813,1301
6,EV,ATL,AUS,826,0,813,1005
7,DL,ATL,AUS,1207,0,813,1335
2,EV,ATL,AUS,950,1,813,1132
4,DL,ATL,AUS,1040,1,813,1220
5,DL,ATL,AUS,1859,1,813,2037
5,DL,ATL,AUS,2152,1,813,2329
4,DL,ATL,AUS,1415,2,813,1548
6,AA,ATL,AUS,1859,2,813,2037
5,DL,ATL,AUS,1850,3,813,2030
5,DL,ATL,AUS,1850,3,813,2030
5,DL,ATL,AUS,1850,3,813,2030
5,EV,ATL,AUS,2152,4,813,2329
6,DL,ATL,AUS,1859,4,813,2037
4,EV,ATL,AUS,1415,5,813,1548
5,DL,ATL,AUS,1850,6,813,2030
5,DL,ATL,AUS,2152,6,813,2329
5,EV,ATL,AUS,1850,6,813,2030
5,EV,ATL,AUS,1850,6,813,2030
4,WN,ATL,AUS,1415,7,813,1548
5,WN,ATL,AUS,1850,9,813,2030
1,DL,ATL,AUS,1940,10,813,2117
3,DL,ATL,AUS,1000,11,813,1145
3,DL,ATL,AUS,1000,15,813,1145
6,DL,ATL,AUS,1850,19,813,2030
2,EV,ATL,AUS,1612,21,813,1748
3,WN,ATL,AUS,958,25,813,1139
4,DL,ATL,AUS,1400,25,813,1535
7,DL,ATL,AUS,1850,25,813,2030
3,DL,ATL,AUS,950,26,813,1132
2,DL,ATL,AUS,1610,30,813,1745
1,DL,ATL,AUS,1940,31,813,2117
1,US,ATL,AUS,1940,31,813,2117
1,EV,ATL,AUS,1207,35,813,1335
6,EV,ATL,AUS,2152,49,813,2329
5,EV,ATL,AUS,1859,185,813,2037
5,DL,ATL,GRK,1859,-2,803,2026
7,DL,ATL,GRK,1920,-2,803,2050
4,DL,ATL,GRK,1048,5,803,1214
5,WN,ATL,GRK,1026,30,803,1155
1,DL,ATL,GRK,1920,39,803,2050
5,DL,ATL,GRK,1026,46,803,1155
1,DL,ATL,GRK,1859,47,803,2027
3,EV,ATL,GRK,1920,87,803,2050
3,WN,ATL,GRK,1920,94,803,2050
2,DL,ATL,SYR,2035,-2,794,2246
2,DL,ATL,SYR,2035,-1,794,2246
2,DL,ATL,SYR,2035,1,794,2246
2,DL,ATL,SYR,2035,2,794,2246
3,WN,ATL,SYR,2042,8,794,2254
5,DL,ATL,SYR,1455,13,794,1706
3,DL,ATL,SYR,2035,17,794,2246
3,EV,ATL,SYR,2035,23,794,2246
4,EV,ATL,SYR,2042,27,794,2254
6,DL,ATL,SYR,1455,36,794,1705
7,EV,ATL,SYR,1500,42,794,1710
4,DL,ATL,ICT,1433,-9,782,1554
4,DL,ATL,ICT,1433,-1,782,1604
4,DL,ATL,ICT,1433,-1,782,1604
4,DL,ATL,ICT,1433,0,782,1604
4,DL,ATL,ICT,1433,0,782,1604
4,WN,ATL,ICT,1430,0,782,1559
4,DL,ATL,ICT,1428,2,782,1559
7,DL,ATL,ICT,1920,4,782,2054
7,DL,ATL,ICT,1920,5,782,2054
1,DL,ATL,ICT,915,7,782,1040
7,WN,ATL,ICT,1920,9,782,2054
7,US,ATL,ICT,1920,12,782,2051
7,DL,ATL,ICT,1920,16,782,2054
1,DL,ATL,ICT,1920,20,782,2051
2,DL,ATL,ICT,915,38,782,1038
1,DL,ATL,ICT,1923,39,782,2056
2,DL,ATL,ICT,1923,77,782,2056
1,US,ATL,ICT,1430,97,782,1559
5,DL,ATL,HPN,731,-5,780,940
2,DL,ATL,HPN,2035,-4,780,2248
5,DL,ATL,HPN,731,-4,780,940
5,DL,ATL,HPN,731,-4,780,940
5,DL,ATL,HPN,731,-4,780,940
5,DL,ATL,HPN,731,-4,780,940
1,DL,ATL,HPN,1614,-1,780,1824
4,DL,ATL,HPN,1435,-1,780,1643
4,DL,ATL,HPN,1436,-1,780,1648
2,DL,ATL,HPN,2035,0,780,2243
4,EV,ATL,HPN,1435,1,780,1643
2,DL,ATL,HPN,2035,2,780,2243
2,WN,ATL,HPN,942,2,780,1155
1,DL,ATL,HPN,1614,4,780,1824
2,DL,ATL,HPN,940,5,780,1151
2,WN,ATL,HPN,940,5,780,1152
4,DL,ATL,HPN,1435,6,780,1643
1,DL,ATL,HPN,1614,7,780,1824
2,DL,ATL,HPN,940,7,780,1152
2,EV,ATL,HPN,940,7,780,1152
4,DL,ATL,HPN,1435,8,780,1643
2,DL,ATL,HPN,2035,9,780,2243
2,EV,ATL,HPN,2035,10,780,2243
4,WN,ATL,HPN,1435,10,780,1643
3,DL,ATL,HPN,2035,13,780,2243
3,DL,ATL,HPN,2035,16,780,2243
3,DL,ATL,HPN,2035,16,780,2243
1,DL,ATL,HPN,1242,17,780,1453
3,EV,ATL,HPN,2035,17,780,2243
2,DL,ATL,HPN,940,18,780,1152
2,DL,ATL,HPN,940,18,780,1152
2,EV,ATL,HPN,940,18,780,1151
3,DL,ATL,HPN,2035,25,780,2243
3,DL,ATL,HPN,2035,29,780,2243
3,DL,ATL,HPN,2035,30,780,2243
2,DL,ATL,HPN,1614,31,780,1824
2,WN,ATL,HPN,1614,34,780,1824
2,DL,ATL,HPN,1614,40,780,1824
3,DL,ATL,HPN,1614,42,780,1824
2,DL,ATL,HPN,1240,58,780,1451
5,OO,ATL,HPN,2035,85,780,2243
6,DL,ATL,HPN,2035,136,780,2248
5,DL,ATL,GRB,1905,-7,774,2018
5,DL,ATL,GRB,1906,-7,774,2028
6,DL,ATL,GRB,1906,-5,774,2028
6,DL,ATL,GRB,1906,-4,774,2027
6,DL,ATL,GRB,1906,-4,774,2028
6,DL,ATL,GRB,1906,-2,774,2028
6,DL,ATL,GRB,1906,-1,774,2028
6,DL,ATL,GRB,1906,7,774,2028
6,DL,ATL,GRB,1906,9,774,2028
7,DL,ATL,GRB,1906,26,774,2028
7,EV,ATL,GRB,1906,26,774,2028
1,DL,ATL,GRB,1906,50,774,2028
1,EV,ATL,GRB,1906,75,774,2027
6,DL,ATL,ATW,1921,-10,765,2030
7,DL,ATL,ATW,1921,-2,765,2030
7,DL,ATL,ATW,1921,-1,765,2030
7,WN,ATL,ATW,1921,0,765,2030
7,DL,ATL,ATW,1921,1,765,2030
7,WN,ATL,ATW,1921,4,765,2030
7,DL,ATL,ATW,1921,9,765,2030
7,DL,ATL,ATW,1921,13,765,2030
1,DL,ATL,ATW,1921,22,765,2030
1,DL,ATL,ATW,1921,44,765,2030
4,DL,ATL,LGA,645,-8,762,855
5,DL,ATL,LGA,1845,-8,762,2100
6,DL,ATL,LGA,1540,-8,762,1740
2,DL,ATL,LGA,1321,-5,762,1530
2,DL,ATL,LGA,1645,-5,762,1858
4,DL,ATL,LGA,645,-5,762,855
4,DL,ATL,LGA,625,-5,762,830
4,DL,ATL,LGA,645,-5,762,853
4,DL,ATL,LGA,1445,-5,762,1655
4,DL,ATL,LGA,2145,-5,762,2353
1,DL,ATL,LGA,915,-4,762,1130
2,DL,ATL,LGA,1645,-4,762,1859
4,DL,ATL,LGA,1045,-4,762,1256
4,DL,ATL,LGA,1745,-4,762,2003
4,DL,ATL,LGA,625,-4,762,830
2,DL,ATL,LGA,1321,-3,762,1530
3,DL,ATL,LGA,1011,-3,762,1226
3,DL,ATL,LGA,2050,-3,762,2250
4,DL,ATL,LGA,600,-3,762,759
4,DL,ATL,LGA,625,-3,762,830
4,DL,ATL,LGA,1445,-3,762,1655
4,DL,ATL,LGA,645,-3,762,853
4,DL,ATL,LGA,1445,-3,762,1655
4,DL,ATL,LGA,1745,-3,762,2003
5,DL,ATL,LGA,745,-3,762,954
5,DL,ATL,LGA,1900,-3,762,2105
6,DL,ATL,LGA,845,-3,762,1059
7,DL,ATL,LGA,1545,-3,762,1800
2,DL,ATL,LGA,1321,-2,762,1530
2,DL,ATL,LGA,1321,-2,762,1530
4,AA,ATL,LGA,645,-2,762,855
4,DL,ATL,LGA,645,-2,762,855
4,DL,ATL,LGA,625,-2,762,830
4,DL,ATL,LGA,645,-2,762,853
4,DL,ATL,LGA,645,-2,762,853
5,DL,ATL,LGA,1845,-2,762,2056
5,DL,ATL,LGA,745,-2,762,954
5,DL,ATL,LGA,745,-2,762,954
6,DL,ATL,LGA,1145,-2,762,1356
1,DL,ATL,LGA,1945,-1,762,2157
2,DL,ATL,LGA,1630,-1,762,1844
2,DL,ATL,LGA,1345,-1,762,1600
4,DL,ATL,LGA,645,-1,762,855
4,DL,ATL,LGA,1445,-1,762,1655
4,DL,ATL,LGA,2145,-1,762,2353
4,DL,ATL,LGA,600,-1,762,807
4,DL,ATL,LGA,645,-1,762,853
5,DL,ATL,LGA,1845,-1,762,2100
6,DL,ATL,LGA,1145,-1,762,1356
6,DL,ATL,LGA,1145,-1,762,1356
6,DL,ATL,LGA,1145,-1,762,1356
7,DL,ATL,LGA,1545,-1,762,1800
1,DL,ATL,LGA,1945,0,762,2158
2,DL,ATL,LGA,1321,0,762,1530
2,DL,ATL,LGA,945,0,762,1159
2,DL,ATL,LGA,945,0,762,1200
4,DL,ATL,LGA,625,0,762,830
4,DL,ATL,LGA,1045,0,762,1256
4,EV,ATL,LGA,2145,0,762,2353
4,EV,ATL,LGA,1445,0,762,1658
4,EV,ATL,LGA,645,0,762,853
5,DL,ATL,LGA,1900,0,762,2105
5,DL,ATL,LGA,1845,0,762,2100
5,DL,ATL,LGA,1845,0,762,2100
6,DL,ATL,LGA,1145,0,762,1356
6,DL,ATL,LGA,1145,0,762,1358
2,DL,ATL,LGA,1321,1,762,1530
2,DL,ATL,LGA,1645,1,762,1900
4,DL,ATL,LGA,1445,1,762,1655
4,DL,ATL,LGA,600,1,762,759
4,DL,ATL,LGA,645,1,762,855
5,DL,ATL,LGA,1900,1,762,2105
5,DL,ATL,LGA,1900,1,762,2105
5,DL,ATL,LGA,745,1,762,954
5,DL,ATL,LGA,1845,1,762,2100
5,EV,ATL,LGA,745,1,762,954
5,NK,ATL,LGA,1845,1,762,2100
6,DL,ATL,LGA,840,1,762,1040
6,DL,ATL,LGA,1900,1,762,2105
6,DL,ATL,LGA,1145,1,762,1356
7,EV,ATL,LGA,845,1,762,1057
1,DL,ATL,LGA,1945,2,762,2158
1,WN,ATL,LGA,1945,2,762,2201
2,DL,ATL,LGA,1645,2,762,1850
3,DL,ATL,LGA,1345,2,762,1600
4,DL,ATL,LGA,625,2,762,830
4,DL,ATL,LGA,1045,2,762,1256
4,WN,ATL,LGA,1045,2,762,1256
4,WN,ATL,LGA,2145,2,762,2352
6,DL,ATL,LGA,1900,2,762,2105
6,WN,ATL,LGA,1145,2,762,1356
2,EV,ATL,LGA,1645,3,762,1859
3,WN,ATL,LGA,1345,3,762,1600
4,NK,ATL,LGA,600,3,762,759
2,US,ATL,LGA,1630,4,762,1844
3,WN,ATL,LGA,1355,4,762,1605
4,DL,ATL,LGA,1445,4,762,1655
4,EV,ATL,LGA,2145,4,762,2352
4,F9,ATL,LGA,645,4,762,855
4,DL,ATL,LGA,1030,5,762,1240
1,DL,ATL,LGA,1945,6,762,2158
4,DL,ATL,LGA,1445,6,762,1655
4,EV,ATL,LGA,2145,6,762,2353
4,EV,ATL,LGA,1445,7,762,1655
3,DL,ATL,LGA,2045,8,762,2253
4,EV,ATL,LGA,1030,8,762,1240
5,DL,ATL,LGA,1050,8,762,1255
1,DL,ATL,LGA,915,9,762,1126
1,EV,ATL,LGA,1945,9,762,2158
3,EV,ATL,LGA,1355,9,762,1605
5,DL,ATL,LGA,1500,10,762,1710
5,DL,ATL,LGA,745,10,762,954
1,OO,ATL,LGA,1245,11,762,1459
2,DL,ATL,LGA,945,11,762,1200
3,DL,ATL,LGA,1355,11,762,1605
1,DL,ATL,LGA,1245,14,762,1459
1,WN,ATL,LGA,1945,14,762,2201
3,EV,ATL,LGA,1645,14,762,1859
4,EV,ATL,LGA,625,14,762,830
7,AA,ATL,LGA,1145,14,762,1356
1,DL,ATL,LGA,1945,15,762,2157
1,DL,ATL,LGA,1945,16,762,2158
2,DL,ATL,LGA,1630,16,762,1844
3,WN,ATL,LGA,1645,16,762,1850
7,DL,ATL,LGA,1545,16,762,1800
